date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:13	19279/19279	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:51%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://be-it.com.mx/)
10:20:13	108424/108424	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:54%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.7	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/css/frontend-lite.minac9e.css	(from https://be-it.com.mx/)
10:20:14	1159/1159	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20Jan%202024%2017:13:59%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/css/post-437.css?ver=1706721239	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/css/post-437846e.css	(from https://be-it.com.mx/)
10:20:14	64912/64912	---M-Z	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2020:28:30%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/css/post-1280.css?ver=1706300910	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/css/post-12809f1f.css	(from https://be-it.com.mx/)
10:20:14	75684/75684	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2014:17:24%20GMT	https://be-it.com.mx/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.17	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend10ef.css	(from https://be-it.com.mx/)
10:20:14	10040/10040	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20Jan%202024%2018:42:04%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/css/post-381.css?ver=1706726524	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/css/post-3818f5e.css	(from https://be-it.com.mx/)
10:20:15	14240/14240	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2018:32:45%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/css/post-209.css?ver=1706553165	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/css/post-2095eab.css	(from https://be-it.com.mx/)
10:20:15	124837/124837	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2014:17:27%20GMT	https://be-it.com.mx/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.0.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons41fe.css	(from https://be-it.com.mx/)
10:20:15	6067/6067	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2014:51:37%20GMT	https://be-it.com.mx/wp-content/plugins/creame-whatsapp-me/public/css/joinchat-btn.min.css?ver=5.0.13	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/creame-whatsapp-me/public/css/joinchat-btn.min23c3.css	(from https://be-it.com.mx/)
10:20:16	11277/11277	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202022%2022:52:28%20GMT	http://be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/wordpresscrm.css?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/wordpresscrm7404.css	(from https://be-it.com.mx/)
10:20:17	35233/35233	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202022%2022:52:28%20GMT	http://be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/wordpresscrm-jqueryui-css.css?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/wordpresscrm-jqueryui-css7404.css	(from https://be-it.com.mx/)
10:20:18	14961/14961	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202022%2022:52:28%20GMT	http://be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/jquery.datetimepicker.css?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/integration-dynamics/resources/front/css/jquery.datetimepicker7404.css	(from https://be-it.com.mx/)
10:20:18	445353/445353	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2014:17:28%20GMT	https://be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles41fe.css	(from https://be-it.com.mx/)
10:20:18	30299/30299	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2014:17:28%20GMT	https://be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.0.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive41fe.css	(from https://be-it.com.mx/)
10:20:19	151754/151754	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:37:23%20GMT	https://be-it.com.mx/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.4.4	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticonfc3c.css	(from https://be-it.com.mx/)
10:20:19	57912/57912	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:52%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://be-it.com.mx/)
10:20:19	669/669	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:52%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://be-it.com.mx/)
10:20:19	675/675	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:52%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://be-it.com.mx/)
10:20:19	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:09:11%20GMT	https://be-it.com.mx/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/bck/macsoftware/be-it.com.mx/wp-includes/js/jquery/jquery.minaf6c.js	(from https://be-it.com.mx/)
10:20:20	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:09:11%20GMT	https://be-it.com.mx/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/bck/macsoftware/be-it.com.mx/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://be-it.com.mx/)
10:20:20	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2021%20Sep%202022%2014:26:52%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/swiper/swiper.min7404.js	(from https://be-it.com.mx/)
10:20:20	7529/7529	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2021:04:11%20GMT	https://be-it.com.mx/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.mine1fc.js	(from https://be-it.com.mx/)
10:20:21	259728/259728	---MCZ	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2015:20:21%20GMT	https://be-it.com.mx/wp-json/	C:/bck/macsoftware/be-it.com.mx/wp-json/index.html	(from https://be-it.com.mx/)
10:20:21	64445/64445	---MCZ	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2015:20:21%20GMT	https://be-it.com.mx/wp-json/wp/v2/pages/1280	C:/bck/macsoftware/be-it.com.mx/wp-json/wp/v2/pages/1280.json	(from https://be-it.com.mx/)
10:20:22	787/787	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Aug%202025%2015:20:21%20GMT	https://be-it.com.mx/xmlrpc.php?rsd	C:/bck/macsoftware/be-it.com.mx/xmlrpc0db0.php	(from https://be-it.com.mx/)
10:20:22	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Fri,%2008%20Jul%202022%2019:09:40%20GMT	https://be-it.com.mx/wp-includes/wlwmanifest.xml	C:/bck/macsoftware/be-it.com.mx/wp-includes/wlwmanifest.xml	(from https://be-it.com.mx/)
10:20:22	2900/2900	---M-Z	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2015:20:22%20GMT	https://be-it.com.mx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbe-it.com.mx%2F	C:/bck/macsoftware/be-it.com.mx/wp-json/oembed/1.0/embed72df.json	(from https://be-it.com.mx/)
10:20:23	3021/3021	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Aug%202025%2015:20:23%20GMT	https://be-it.com.mx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbe-it.com.mx%2F&format=xml	C:/bck/macsoftware/be-it.com.mx/wp-json/oembed/1.0/embed764e	(from https://be-it.com.mx/)
10:20:24	578016/578016	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2016:29:33%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-32x32.jpg	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-32x32.jpg	(from https://be-it.com.mx/)
10:20:24	585320/585320	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2016:29:33%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-192x192.jpg	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-192x192.jpg	(from https://be-it.com.mx/)
10:20:24	3611/3611	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2015:04:41%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logo-beit-blanco-prh5ro17598lil95tigwxvh6h12mv7inly0bf22134.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logo-beit-blanco-prh5ro17598lil95tigwxvh6h12mv7inly0bf22134.png	(from https://be-it.com.mx/)
10:20:24	8042/8042	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2019:07:15%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/logo-beit-blanco.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/logo-beit-blanco.png	(from https://be-it.com.mx/)
10:20:24	584748/584748	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2016:29:33%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-180x180.jpg	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/cropped-icono_Be_IT_Principal-180x180.jpg	(from https://be-it.com.mx/)
10:20:25	47468/47468	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2019:07:11%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/icono_Be_IT_Black.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/icono_Be_IT_Black.png	(from https://be-it.com.mx/)
10:20:25	6308/6308	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2019:07:11%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/icono_Be_IT_Black-300x300.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/icono_Be_IT_Black-300x300.png	(from https://be-it.com.mx/)
10:20:25	105619/105619	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jul%202022%2019:06:53%20GMT	https://be-it.com.mx/wp-content/uploads/2022/06/company-employees-working-in-office-VE8UL6C.jpg	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/2022/06/company-employees-working-in-office-VE8UL6C.jpg	(from https://be-it.com.mx/)
10:20:25	12575/12575	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/icono_Be_IT_Black-prh5rka0h6yblxmfcstzr2t31vmxx1pgm6gshsqzyg.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/icono_Be_IT_Black-prh5rka0h6yblxmfcstzr2t31vmxx1pgm6gshsqzyg.png	(from https://be-it.com.mx/)
10:20:25	9673/9673	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-01-prh5roz4dq73cgdze9ecn43ie2l7iv4s31zvl2obqa.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-01-prh5roz4dq73cgdze9ecn43ie2l7iv4s31zvl2obqa.png	(from https://be-it.com.mx/)
10:20:25	15998/15998	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-02-prh5rpwykk8do2cm8rsz7luyzggkqk8if6nd2cmxk2.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-02-prh5rpwykk8do2cm8rsz7luyzggkqk8if6nd2cmxk2.png	(from https://be-it.com.mx/)
10:20:26	9135/9135	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-03-prh5rqusre9nzob93a7ls3mfkubxy9c8rbaujmljdu.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-03-prh5rqusre9nzob93a7ls3mfkubxy9c8rbaujmljdu.png	(from https://be-it.com.mx/)
10:20:26	7915/7915	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-06-prh5rsqgj4yb26tsqvxi4ln6fv6yopxfsf25fyjmco.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-06-prh5rsqgj4yb26tsqvxi4ln6fv6yopxfsf25fyjmco.png	(from https://be-it.com.mx/)
10:20:26	12975/12975	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-05-prh5rrsmcax0qkv5wdivk3vpuhblh0tpgaenyol0iw.png	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/logos-clientes-Be_IT-05-prh5rrsmcax0qkv5wdivk3vpuhblh0tpgaenyol0iw.png	(from https://be-it.com.mx/)
10:20:27	167649/167649	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:26%20GMT	https://be-it.com.mx/conocenos/	C:/bck/macsoftware/be-it.com.mx/conocenos/index.html	(from https://be-it.com.mx/)
10:20:27	162547/162547	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:27%20GMT	https://be-it.com.mx/servicios/fabrica-de-software/	C:/bck/macsoftware/be-it.com.mx/servicios/fabrica-de-software/index.html	(from https://be-it.com.mx/)
10:20:28	17804/17804	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2020:47:14%20GMT	https://be-it.com.mx/wp-content/uploads/elementor/thumbs/icono_Be_IT_Principal-prh5rl7uo12g8iahvomwz3qlkhrbi6p3xqlg3vcd54.jpg	C:/bck/macsoftware/be-it.com.mx/wp-content/uploads/elementor/thumbs/icono_Be_IT_Principal-prh5rl7uo12g8iahvomwz3qlkhrbi6p3xqlg3vcd54.jpg	(from https://be-it.com.mx/)
10:20:28	11775/11775	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:53%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://be-it.com.mx/)
10:20:28	18468/18468	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:26:51%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.7	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/lib/animations/animations.minac9e.css	(from https://be-it.com.mx/)
10:20:28	16935/16935	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Sep%202022%2017:50:33%20GMT	https://be-it.com.mx/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.2	C:/bck/macsoftware/be-it.com.mx/wp-content/themes/astra/assets/js/minified/frontend.min2e46.js	(from https://be-it.com.mx/)
10:20:28	11233/11233	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:05:36%20GMT	https://be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/anime.min.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/anime.min7404.js	(from https://be-it.com.mx/)
10:20:29	5568/5568	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:05:36%20GMT	https://be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/textanimation.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/textanimation7404.js	(from https://be-it.com.mx/)
10:20:29	50674/50674	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:05:36%20GMT	https://be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/tf-main.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/assets/js/tf-main7404.js	(from https://be-it.com.mx/)
10:20:29	168023/168023	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:28%20GMT	https://be-it.com.mx/servicios/transformacion-digital/	C:/bck/macsoftware/be-it.com.mx/servicios/transformacion-digital/index.html	(from https://be-it.com.mx/)
10:20:29	25741/25741	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:05:36%20GMT	https://be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/post-format/assets/js/iziModal.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/post-format/assets/js/iziModal7404.js	(from https://be-it.com.mx/)
10:20:29	120094/120094	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Jul%202022%2019:05:37%20GMT	https://be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/post-format/assets/js/jquery.mb.YTPlayer.js?ver=5.9.3	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/themesflat-addons-for-elementor/post-format/assets/js/jquery.mb.YTPlayer7404.js	(from https://be-it.com.mx/)
10:20:29	738/738	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2021:04:11%20GMT	https://be-it.com.mx/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/stickThis.js?ver=2.1.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/stickThise1fc.js	(from https://be-it.com.mx/)
10:20:31	40/40	---M--	200	added ('OK')	application/javascript	date:Mon,%2006%20Nov%202023%2014:17:28%20GMT	https://be-it.com.mx/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.0.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script41fe.js	(from https://be-it.com.mx/)
10:20:31	167132/167132	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:30%20GMT	https://be-it.com.mx/servicios/desarrollo-a-la-medida/	C:/bck/macsoftware/be-it.com.mx/servicios/desarrollo-a-la-medida/index.html	(from https://be-it.com.mx/)
10:20:32	137549/137549	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Nov%202023%2014:17:28%20GMT	https://be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.0.1	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts41fe.js	(from https://be-it.com.mx/)
10:20:33	165162/165162	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:32%20GMT	https://be-it.com.mx/servicios/asignacion-de-talento-humano/	C:/bck/macsoftware/be-it.com.mx/servicios/asignacion-de-talento-humano/index.html	(from https://be-it.com.mx/)
10:20:33	166827/166827	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:32%20GMT	https://be-it.com.mx/servicios/consultoria-ti/	C:/bck/macsoftware/be-it.com.mx/servicios/consultoria-ti/index.html	(from https://be-it.com.mx/)
10:20:33	8121/8121	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Nov%202023%2014:51:37%20GMT	https://be-it.com.mx/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=5.0.13	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min23c3.js	(from https://be-it.com.mx/)
10:20:33	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2021%20Sep%202022%2014:26:52%20GMT	https://be-it.com.mx/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.7.7	C:/bck/macsoftware/be-it.com.mx/wp-content/plugins/elementor/assets/js/webpack.runtime.minac9e.js	(from https://be-it.com.mx/)
10:20:33	167717/167717	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:33%20GMT	https://be-it.com.mx/servicios/desarrollo-de-apps/	C:/bck/macsoftware/be-it.com.mx/servicios/desarrollo-de-apps/index.html	(from https://be-it.com.mx/)
10:20:33	168218/168218	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2015:20:33%20GMT	https://be-it.com.mx/servicios/desarrollo-de-apps-para-pymes/	C:/bck/macsoftware/be-it.com.mx/servicios/desarrollo-de-apps-para-pymes/index.html	(from https://be-it.com.mx/)
